Name	Target	ID
gestrinone	PGR, AR, ESR1	BRD-A94793051
rosuvastatin	HMGCR	BRD-K82941592
dextromethorphan	SIGMAR1, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CYBA, CYBB, CYP3A5, GRIN1, GRIN3A, NCF1, NCF2, NCF4, OPRD1, OPRK1, OPRM1, PGRMC1, RAC1, RAC2, SLC6A2, SLC6A4	BRD-K33211335
esmolol	ADRB1	BRD-A07395371
flucloxacillin		BRD-A13650332
oxprenolol	ADRB1, ADRB2	BRD-A43671941
amperozide	HTR2A, DRD2, FAAH	BRD-K52397688
estradiol-valerate	ESR1	BRD-A39747742
TCS-359	FLT3	BRD-K81376179
scopolamine	CHRM2, CHRM1, CHRM3, CHRM4, CHRM5, SI	BRD-A49906757
candesartan	AGTR1, AGTR2	BRD-A65671304
cetirizine	HRH1	BRD-A42571354
atomoxetine	SLC6A2, SLC6A3, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	BRD-K20141153
pimozide	DRD2, DRD3, CACNA1I, CALM1, HRH1, HTR1A, HTR2A, KCNA10, KCNH2	BRD-K01292756
roxatidine	HRH2	BRD-K81855038
VEGF-receptor-2-kinase-inhibitor-IV	KDR	BRD-K61737877
captopril	ACE, LTA4H, MMP2, MMP9	BRD-K54529596
larixinic-acid		BRD-K40619305
levonorgestrel	PGR, AR, CYP2E1, ESR1, SRD5A1	BRD-K90543092
GR-103691		BRD-K50891186
pifithrin-mu	HSPA1A, TP53	BRD-K96799727
eudesmic-acid		BRD-K15842202
avrainvillamide-analog-1	NPM1	BRD-K61691971
seneciphylline		BRD-K38449220
acepromazine	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	BRD-K37814297
EHNA	ADA, PDE2A, ADORA2A	BRD-K27450477
splitomycin	SIRT1, SIRT2	BRD-K27710560
tyrphostin-46	EGFR	BRD-K60184833
BI-78D3	MAPK8	BRD-K73982490
SA-792728	SPHK1, VCP	BRD-K20755323
mesoridazine	DRD2, HTR2A	BRD-A14395271
gabazine	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRG2	BRD-K93280214
FTI-276	FNTA, FNTB	BRD-K75532464
ENMD-2076	AURKA, FLT3, KDR, PDGFRA, SRC, CSF1R, EPHA1, FGFR1, FGFR2, FGFR3, FLT4, KIT, PTK2	BRD-K68488863
FR-180204	MAPK1, MAPK3	BRD-K68756823
cefoxitin		BRD-K70976396
norketamine	CYP2B6, CYP2C19, CYP3A5, GRIN1	BRD-A10355991
VU-0404997-2	GRM4	BRD-A34208323
thalidomide	TNF, CRBN, CYP1A2, CYP2B6, CYP2C19, CYP3A5, FGFR2, NFKB1, ORM1, ORM2, PTGS2	BRD-A93255169
econazole	CYP51A1, NPY1R, NPY2R, TRPM2, TRPV5	BRD-A51820102
HEAT	ADRA1A	BRD-A24429032
trapidil	PDGFRA	BRD-K95763993
articaine		BRD-A70514680
secoisolariciresinol		BRD-K91733562
torin-1	MTOR, PIK3CA	BRD-K40175214
BRL-37344	ADRB3, ADRB1, ADRB2	BRD-K07507905
cetraxate	GAST	BRD-K48932581
arctigenin	ADIPOR1, AHR, CHUK, MAP2K1	BRD-K53523901
medrysone	NR3C1	BRD-A20126139
KIN001-220	AURKA	BRD-K53561341
GR-235	ESR1, IKBKB, NR1H4, NR1I2, PGR	BRD-K26674531
isocarboxazid	MAOA, MAOB	BRD-K93332168
IKK-2-inhibitor-V	IKBKB	BRD-K74305673
OMDM-2	GPR119	BRD-A39522003
meclofenamic-acid	PTGS1, PTGS2, ALOX5, CNR1, KCNQ2, KCNQ3	BRD-K50398167
salicin		BRD-K64614248
zafirlukast	CYSLTR1, CYSLTR2	BRD-K71289571
L-161982	PTGER4	BRD-K39733634
escitalopram	SLC6A4, ADRA1A, CHRM1, CYP2C19, HRH1, SLC6A2, SLC6A3	BRD-K70301876
chromanol		BRD-A83695761
benperidol	DRD2	BRD-K79425933
equol	ESR2, ESR1	BRD-A74907996
thiocolchicoside	GABRA1, GABRB2, GABRG2, GLRA1, GLRB	BRD-A11605036
prednisone	NR3C1, HSD11B1	BRD-A62525898
hydroquinine		BRD-A78295502
serdemetan	MDM2	BRD-K60219430
ampicillin	SLC15A1	BRD-A16754160
m-chlorophenylbiguanide	HTR3A, HTR3B	BRD-K36965586
quinpirole	DRD2, DRD3, DRD4, DRD1, HTR1A, HTR2A, HTR2B, HTR2C	BRD-A85280935
crotamiton		BRD-K57179821
iproniazid	MAOA, MAOB	BRD-K88568253
BRD-K66782112	HRH2	BRD-K66782112
CFM-1571		BRD-K64341947
SID-26681509	CTSL	BRD-K08417745
proadifen	NOS1	BRD-K46317332
alimemazine	HRH1	BRD-A49225603
NSC-663284	CDC25A, CDC25B, CDC25C	BRD-K03109492
fatostatin	SREBF1, SREBF2	BRD-K99696746
mepireserpate	SLC18A2, SLC18A1	BRD-A71765365
o-3M3FBS		BRD-K46384212
liquiritigenin	CYP19A1	BRD-A68039575
praziquantel		BRD-A21858158
elvitegravir		BRD-K54472332
raltegravir		BRD-K05658747
terbinafine	CYP2C19, CYP2C8, SQLE	BRD-K68132782
piperidolate	CHRM1	BRD-A97479839
reserpic-acid		BRD-K32755366
GBR-13069	SLC6A3	BRD-K11634954
zardaverine	PDE4D, PDE3A, PDE4A, PDE4B, PDE4C	BRD-K37561857
DMAB-anabaseine	CHRNA7	BRD-K26573499
propoxycaine		BRD-K18250272
ephedrine	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2	BRD-A98431941
naltrindole	OPRD1, OPRK1, OPRM1	BRD-A82656074
MRS-1334		BRD-A06784547
protein-tyrosine-phosphatase-inhibitor-IV	PTPN1, PTPN11	BRD-K02581333
tetrindole	MAOA	BRD-A52660433
GW-441756	LRRK2, NTRK1	BRD-K04146668
brazilin		BRD-A83326220
PCA-4248	PTAFR	BRD-A29289453
isotretinoin	CYP2B6, CYP2C19, CYP2C8, CYP3A5, CYP3A7, NR2C2, PPARD, RARA, RARB, RARG, RORB, RORC	BRD-K76723084
QX-222		BRD-K40782193
megestrol	PGR	BRD-A35989968
benzanthrone		BRD-K76872913
delcorine		BRD-A88282067
AQ-RA741		BRD-K81729199
phentolamine	ADRA1A, ADRA2A, ADRA1B, ADRA1D, ADRA2B, ADRA2C	BRD-K90333595
GSK-1070916	AURKB, AURKC, AURKA, CYP2D6, CYP3A4	BRD-K36740062
MDL-29951	FBP1, GPR17	BRD-K59753853
KUC103898N		BRD-K34508425
coumarin	CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP2A6	BRD-K23913458
VU-0413807-2	CACNA1G, CACNA1H, CACNA1I	BRD-A52172093
clebopride	DRD2, ACHE	BRD-K17294426
dihydrodeoxygedunin	NTRK2	BRD-A02713983
tienilic-acid	CYP2C9, SLC12A1, SLC22A12	BRD-K34098590
AZ-10417808	CASP3	BRD-K36258877
carbacyclin	PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R	BRD-K27499107
butein	ACE, CXCL8, IL6, SIRT1, SRD5A1, SRD5A2, TNF	BRD-K17497770
calpeptin		BRD-K26134695
NPI-2358		BRD-K99498722
pazopanib	KDR, KIT, FLT1, FLT4, PDGFRB, PDGFRA, BRAF, CSF1R, CYP2B6, CYP2C8, CYP2E1, DDR2, FGF1, FGFR1, FGFR3, ITK, SH2B3	BRD-K74514084
spiperone	ADRA1A, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR7, ADRA1B, ADRA1D, DRD1, DRD5, HTR1D, HTR2B, HTR2C, HTR6	BRD-K55468218
imiquimod	TLR7, TLR8	BRD-K26657438
tyrphostin-AG-556	EGFR	BRD-K14441456
oxalomalic-acid	ACO1, IDH1	BRD-A80574334
nifurtimox		BRD-A00100033
tubaic-acid	MT-ND1	BRD-A02176148
TGX-221	PIK3CB, PIK3CD	BRD-A41692738
BH3I-1	BCL2	BRD-A38913120
dexketoprofen	CXCR1, PTGS1, PTGS2, SLC5A8	BRD-K43764301
nitrocaramiphen		BRD-K28453807
pinacidil	ABCC9, KCNJ8	BRD-A43882281
PD-160170	NPY1R	BRD-K12079898
mephenytoin	SCN5A, CYP2C19	BRD-A83937277
epoxycholesterol	NR1H2, NR1H3	BRD-K61480498
FCCP		BRD-K14821540
BRL-54443	HTR1E, HTR1F	BRD-K17868609
colforsin	ADCY2, ADCY5, GNAS	BRD-A55416093
letrozole	CYP19A1	BRD-K88789588
hydrocortisone	ANXA1, NOS2, NR3C1, NR3C2	BRD-K73978287
diazepam	GABRA1, GABRA2, GABRA3, GABRA5, ADRA1A, CYP2C19, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO	BRD-K16508793
naringin	SLCO1A2	BRD-K02953697
zacopride	HTR3A, HTR4, HTR3B, HTR5A	BRD-A65615053
KN-62	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1	BRD-A81177136
trimipramine	SLC6A2, SLC6A4, SLC6A3, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5, HRH1, HTR1A, HTR1D, HTR2A, HTR2C, HTR3A	BRD-A19195498
VUF-5681	HRH3	BRD-K62206109
tubastatin-a	HDAC6	BRD-K00627859
phenazopyridine	SCN1A	BRD-K76304753
RS-56812	HTR3A	BRD-K20714604
MNITMT		BRD-K63151507
BIIB021	AOX1, HSP90AA1	BRD-K51967704
nilotinib	ABL1, KIT, BCR, CYP2B6, CYP2C8, DDR1, DDR2, PDGFRA	BRD-K81528515
valsartan	AGTR1	BRD-K45158365
CITCO	NR1I3	BRD-K53263234
prazosin	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CDK1, KCNH2, KCNH6, KCNH7	BRD-K49111258
niclosamide	STAT3	BRD-K35960502
benzoxiquine		BRD-K70327191
thioperamide	HRH3, HRH4	BRD-K63874012
lisuride	DRD2, HTR2B, HTR2C, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, ADRA1A, HRH1, HTR6	BRD-K88871508
tyrphostin-AG-835	EGFR	BRD-K17415526
meloxicam	PTGS2, PTGS1	BRD-A84174393
oxibendazole	TUBB, TUBB4B	BRD-K52075715
BRD-K52219182		BRD-K52219182
SB-269970	HTR7	BRD-K24201553
IBC-293	HCAR3	BRD-K15196155
celecoxib	PTGS2, CA12, CASP3, CYP2C19, PDPK1	BRD-K02637541
tolbutamide	ABCC8, CYP2B6, CYP2C19, CYP2C8, KCNJ1, KCNJ11, KCNJ8	BRD-K85119730
rimexolone	NR3C1, SERPINA6	BRD-K31627533
glycopyrrolate	CHRM1, CHRM3, CHRM2, CHRM4, CHRM5	BRD-A81233518
hydroflumethiazide	SLC12A1, ATP1A1, CA1, CA12, CA2, CA4, CA9, KCNMA1	BRD-K36862742
zonisamide	CA1, CA12, CA7, SCN1A, CA10, CA11, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA8, CA9, CACNA1G, CACNA1H, CACNA1I, MAOA, MAOB, SCN11A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN9A	BRD-K48300629
mefloquine	ADORA2A, HBA1, PANX1	BRD-K40645748
zebularine	CDA, DNMT1	BRD-A01145011
tyrphostin-AG-1296	FLT3	BRD-K76064317
bis-tyrphostin	DNM1, EGFR	BRD-K32906660
BCI-hydrochloride	DUSP1, DUSP6	BRD-A11007541
M2-PK-activator	PKM	BRD-K80672993
baccatin-III		BRD-A84189516
pravastatin	HMGCR, SLCO1B1	BRD-K60511616
SB-222200	TACR3	BRD-K04414442
felbamate	GRIN2A, GRIN2B, GRIN3A	BRD-K99107520
BRD-K34437622	TYMS	BRD-K34437622
XMD-885	LRRK2, MAPK7	BRD-K64857848
etilefrine	ADRA1A, ADRB1	BRD-A09925278
corynanthine		BRD-K06467078
L-733060	TACR1	BRD-K15791587
streptozotocin	SLC2A2	BRD-A25576662
fexaramine	NR1H4	BRD-K34170797
apoptosis-activator-II	BCHE, CES1	BRD-K15164005
trimetozine		BRD-K53220666
LE-135	RARB	BRD-K06593056
equilin	HSD17B1	BRD-K04046242
mammea-a		BRD-K92138166
efavirenz	CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5	BRD-K40758068
tyrphostin-51		BRD-K47943470
UBP-302	GRIK1	BRD-A45499626
fraxidin	CA1	BRD-K66944906
cilostamide	PDE3A, PDE3B	BRD-K28578425
n-arachidonyl-GABA		BRD-K06024458
FR-122047		BRD-K30990140
tyrphostin-AG-538	EGFR	BRD-K07888196
amoxapine	SLC6A2, SLC6A4, HTR2A, HTR6, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR7, SLC6A3	BRD-K02265150
zolpidem	GABRA1, GABRA2, GABRA3	BRD-K44876623
desoxycorticosterone		BRD-A75402480
chenodeoxycholic-acid	HSD11B1, NR1H4	BRD-K18135438
tyrphostin-AG-555	CDK2, EGFR	BRD-K72783841
enobosarm	AR	BRD-K16621777
10H-phenothiazin-10-yl)(p-tolyl)methanone	BCHE	BRD-K94919853
fosinopril	ACE, ABCG2	BRD-A51382177
L-693403	DRD2, SIGMAR1	BRD-K83322645
practolol	ADRB1	BRD-A41304429
indatraline	SLC6A2, SLC6A3, SLC6A4	BRD-K01649396
gitoxigenin	ATP1A1	BRD-A29082194
avrainvillamide-analog-2	NPM1	BRD-K42573370
clofazimine		BRD-K56614220
irsogladine	PDE4A	BRD-K74195153
lomerizine	ABCB1, CACNA1B, SCN5A	BRD-K62858456
MDM2-inhibitor	MDM2	BRD-K84987553
tamoxifen	ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ	BRD-K04210847
BIBU-1361	EGFR	BRD-K49294207
levcromakalim	KCNJ8, ABCC9, KCNJ5	BRD-K24526313
GR-135531		BRD-K83023055
BRD-K34608650	CNR2	BRD-K34608650
moexipril	ACE, ACE2	BRD-K34441861
brivanib	FGFR1, KDR, FLT1, CYP3A4, FGFR2, FGFR3, FLT4, KCNH2	BRD-K28428262
BRD-K41143549		BRD-K41143549
bithionol	ESR1, ESR2, MCL1	BRD-K39120595
BML-190	CNR2	BRD-K94379058
RS-79948		BRD-K86600316
bimatoprost	PTGFR, AKR1C3, PTGER1, PTGER3	BRD-A87848830
FG-7142		BRD-K61951118
MDL-73005EF	HTR1A	BRD-A50764878
tremorine		BRD-K08619838
prima-1-met	TP53	BRD-K49456190
terfenadine	HRH1, KCNH2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, KCNH1	BRD-A06352418
wiskostatin	WAS, WASL	BRD-A18579359
quipazine	HTR2A, HTR3A, HTR3B, HTR1A, HTR1D, HTR2B, HTR2C, HTR6, SLC6A4	BRD-K62056274
SDZ-NKT-343	TACR1	BRD-A82590476
flumetasone	NR3C1, PLA2G1B	BRD-A01346607
hemado	ADORA3, ADORA1, ADORA2A, ADORA2B	BRD-A00267231
trioxsalen		BRD-K54790157
pepstatin	CTSB, CTSD, CTSL, REN	BRD-K13571841
fulvestrant	ESR1, EPHX2, ESR2, GPER1	BRD-A83237092
procarbazine		BRD-K13032584
bisindolylmaleimide	CCND1, CDK4, LRRK2, PDPK1, PIM1, PRKCA, PRKCB, PRKCI, PRKCZ	BRD-K49448285
atorvastatin	HMGCR, DPP4, AHR, CYP3A5, FASLG	BRD-U88459701
caffeic-acid	ALOX5, MIF, RELA, TNF	BRD-K84709232
naftopidil	ADRA1A, ADRA1D	BRD-A01787639
rolipram	PDE4A, PDE4B, PDE4D, PDE4C, PDE5A	BRD-A34255068
L-165041	PPARD	BRD-K40656405
thiethylperazine	DRD1, DRD2, DRD4	BRD-K69600043
piceid	GAA, XDH	BRD-K14536225
mebendazole	TUBA1A, TUBB, TUBB4B	BRD-K77987382
ambelline		BRD-A10969569
U-54494A		BRD-K20995441
idebenone		BRD-K37516142
nicotine	CHRNA10, CHRNA9, AOX1, CHAT, CHRNA2, CHRNA3, CHRNA4, CHRNA5, CHRNA6, CHRNA7, CHRNB2, CHRNB3, CHRNB4, CYP19A1, CYP2B6, TBXAS1, TRPA1	BRD-K05395900
prilocaine	SCN5A	BRD-A53952395
LY-2183240	FAAH	BRD-K37865504
naltriben	OPRD1, OPRK1, OPRM1	BRD-A21723284
forskolin	ADCY2, ADCY5, GNAS	BRD-A70449690
luzindole	MTNR1B, MTNR1A	BRD-K67013324
tunicamycin	GNPTAB	BRD-K10573841
O-2050	CNR1	BRD-K02590140
orphenadrine	CYP2B6, GRIN1, GRIN2D, GRIN3A, GRIN3B, HRH1, SCN10A, SLC6A2	BRD-A53576514
benproperine		BRD-A42423104
gibberellic-acid	AADACL2	BRD-K92758126
nikkomycin		BRD-A74771556
1-monopalmitin	ABCB1	BRD-A80928489
ketorolac	PTGS1, PTGS2	BRD-A40639672
DPPE	ABCB1, HRH1	BRD-K80315159
L-152804	NPY5R	BRD-A42553870
hesperidin	CACNA1B	BRD-K38903228
decafluorobutane	GRM5	BRD-K23623876
sulfinpyrazone	ABCC1, ABCC2, FPR1, SLC22A12	BRD-A36217750
BAY-36-7620	GRM1	BRD-K54704028
quinoclamine		BRD-K66792149
primidone	GABRA1, CHRNA4, CHRNA7, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIA2, GRIK2	BRD-K32247306
irilin-a		BRD-K92678294
hexamethylenebisacetamide		BRD-K04710043
eugenol	AR, MAOA	BRD-K32977963
mitotane	CYP11B1, CYP11A1, CYP3A4, ESR1, FDX1	BRD-A31204924
SRC-kinase-inhibitor-I	CSK, LCK, RIPK2	BRD-K50495309
mefexamide		BRD-K20655524
NAS-181	HTR1B	BRD-A23683907
trap-101	OPRL1	BRD-K69837166
cisapride	HTR4, KCNH2, CYP2B6, CYP2C8, CYP3A5, CYP3A7, HTR2A, HTR3A	BRD-K06895174
LY-288513	CCKBR	BRD-K24675965
arecaidine	CHRM1, CHRM2, CHRM3, CHRM4	BRD-K23922020
rifabutin	CYP3A4, HSP90AA1, HSP90B1	BRD-K30563334
DCEBIO	KCNN2, KCNN3, KCNN4	BRD-K32526544
GANT-61	DHH, IHH	BRD-K09485525
metixene	CHRM5, CHRM1, CHRM2, CHRM3, CHRM4	BRD-A33711280
piceid	GAA, XDH	BRD-K43236057
EXO-1		BRD-K78633253
NBQX	GRIA1, GRIA2, GRIA3, GRIA4, GRIK1, GRIN1, GRIN2A, GRIN2B	BRD-K47717570
thenoyltrifluoroacetone	CES1, PPARA, SDHA	BRD-K00959089
piperacetazine		BRD-K16277217
CCCP		BRD-K15616905
anabasine		BRD-K36638830
L-694247	HTR1D, HTR1A, HTR1B	BRD-K18816859
rivaroxaban	F10, CYP2J2, CYP3A5	BRD-K37130656
PD-168077	DRD2, DRD4	BRD-K47761761
DL-PDMP	ASAH1, UGCG	BRD-K05653692
ICI-199441	OPRK1, CYP2D6, OPRD1, OPRM1, UTS2R	BRD-K73290745
radicicol	ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3	BRD-K33551950
dydrogesterone	PGR	BRD-K68620903
ALX-5407	SLC6A9	BRD-K53979406
bisoprolol	ADRB1, ADRB2	BRD-A89175223
UNC-0321	EHMT2	BRD-K74236984
bulleyaconitine-a		BRD-A26097136
tyrphostin-AG-1288	COMT	BRD-K08115555
CGP-20712	ADRB1, ADRB3	BRD-A31575449
azithromycin	MLNR	BRD-K74501079
oligomycin-c	ATP5A1	BRD-K05350981
clioquinol	OPRK1	BRD-K09255212
tosyllysyl-chloromethyl-ketone		BRD-K10136726
duloxetine	SLC6A2, SLC6A4, SLC6A3, HTR2A, HTR2C, HTR6	BRD-K71103788
EMF-BCA1-64	CASP3	BRD-K11540476
epirizole	PTGS1, PTGS2	BRD-K39339537
phenothiazine		BRD-K59597909
PNU-282987	CHRNA7	BRD-K28863208
acetyl-farnesyl-cysteine	PPARG	BRD-K79437791
SC-9		BRD-K25875056
dipivefrine	ADRA1A, ACHE, ADRA2A, ADRB2, BCHE	BRD-A47494775
valdecoxib	PTGS2, CA12, CYP2C19	BRD-K12994359
paxilline	ABCA1, KCNMA1, NR1H3	BRD-K38251852
talampicillin		BRD-A10303790
masitinib	KIT, FGFR3, LYN, PDGFRA, PDGFRB	BRD-K71035033
diphenyleneiodonium	ALDH1A2, ALDH2, ALDH5A1, ALDH7A1, NOX3, XDH	BRD-K65814004
clobenpropit	HRH3, HRH4, HRH1, HRH2	BRD-K71430621
alverine	HTR1A	BRD-K89055274
HDAC1-selective		BRD-K85133207
ceramide		BRD-K41707108
PU-H71	HSP90AA1	BRD-K36529613
ALW-II-38-3	DDR1, EPHA2, EPHA4, EPHB2, EPHB4, EPHB6	BRD-K68191783
indole	AHR, IDO1	BRD-K01815685
AG-99	EGFR	BRD-K51223576
SR-59230A	ADRB3, ADRB1, ADRB2	BRD-K35430135
damnacanthal		BRD-K93325701
5'-guanidinonaltrindole		BRD-A33084410
VU-0418947-2		BRD-K76907295
zaprinast	PDE5A, GPR35, PDE1A, PDE4D, PDE9A	BRD-K12516989
etazolate	GABRB3, PDE4A	BRD-K64755930
benzthiazide	CA2, CA1, CA12, CA4, CA9, SLC12A3	BRD-K21450440
ropinirole	DRD2, DRD3, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C	BRD-K15933101
cinnarizine	HRH1, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD5	BRD-K07220430
torin-2	MTOR	BRD-K68174511
WAY-629	HTR2C	BRD-K55430733
QS-11	ARFGAP1	BRD-K02526760
fenofibrate	PPARA, APOA1, CYP2C19, CYP2C8, MMP25	BRD-K50388907
lorazepam	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO	BRD-A11990600
rhodomyrtoxin		BRD-K13725475
dovitinib	EGFR, FGFR3, PDGFRB, CSF1R, FGFR1, FGFR2, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA	BRD-K85402309
denbufylline	PDE4A, PDE4B, PDE4D	BRD-K37792168
selegiline	MAOB, MAOA, CYP2B6, CYP2C19	BRD-K86434416
razoxane	TOP2A, TOP2B	BRD-K07265709
cyclopiazonic-acid	ATP2A1	BRD-A10420615
U-0124		BRD-K48427617
arvanil	CNR1, TRPV1	BRD-K34092021
PPT	ESR1	BRD-K00312224
troxipide		BRD-A68589262
epothilone	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	BRD-K48935217
vinblastine	TUBB, JUN, TUBA1A, TUBD1, TUBE1, TUBG1	BRD-A55594068
HU-211	CNR1, CNR2, GLRA1, GLRA2, GLRA3, GPR55, GRIN1, NFKB1	BRD-A15010982
penitrem-a	KCNMA1	BRD-K03842655
RX-821002	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D	BRD-A65597028
BIX-01338		BRD-K26863634
megestrol	PGR	BRD-K12002134
chloroquine	CYP2C8, GSTA2, MRGPRX1, TLR9, TNF	BRD-A91699651
DNQX	GRIA1, GRIA2, GRIK1, GRIN1, GRIN2A, GRIN2B	BRD-K85266041
linopirdine	KCNQ2, KCNQ3, KCNQ4, KCNQ5	BRD-K59332007
PHTPP	ESR2	BRD-K76568384
altanserin	HTR2A, HTR2C	BRD-K00610438
umbelliferone	CA9, CA12, PTGS2	BRD-K87991767
heliomycin		BRD-K64517075
tyrphostin-AG-126		BRD-K67506692
BAX-channel-blocker	BAX	BRD-A18763547
NSC-94258	AKR1B1, CYP19A1, HSD17B1	BRD-K56450366
hyperforin	NR1I2, ALOX5, PTGS1, TRPC6	BRD-A80775386
sulmazole		BRD-A41722204
INCA-6	NFATC1	BRD-K33308633
myricetin	PIK3CG, AR, CYP3A4	BRD-K43149758
niacin	HCAR2, HCAR3, ACHE, DGAT2, HCAR1, NNMT, PTGDR, QPRT	BRD-K61993165
L-741742	DRD4, DRD3, SCN1A, SCN3A	BRD-K13211965
lamivudine		BRD-K02992638
diethylstilbestrol	ESR1, ESR2, ESRRG, ESRRB	BRD-K45330754
L-690330	IMPA1	BRD-K28470988
L-692585	GH1, GHSR	BRD-K70241288
pergolide	DRD1, DRD2, ADRA2A, ADRA2B, ADRA2C, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, KCNA5	BRD-K60770992
ritanserin	HTR2A, HTR2C, HTR2B, ADRA1A, ADRA1B, ADRA1D, HTR1A, HTR1B, HTR1D, HTR5A, HTR6, HTR7	BRD-K40887525
malonoben	EGFR	BRD-K38477985
SCH-79797	F2R	BRD-K17140735
CGS-21680	ADORA2A, ADORA1, ADORA2B, ADORA3	BRD-A81866333
sulforaphane	NFE2L2	BRD-A58955223
sulindac	AKR1B1, PTGS1, PTGS2, MAPK3, PPARD, PTGDR2	BRD-A13946108
UB-165	CHRNA3, CHRNA4, CHRNB2	BRD-A14574269
lansoprazole	ATP4A, CYP2C19, CYP3A4, CYP3A5	BRD-A49172652
AS-703026	MAP2K1, MAP2K2	BRD-K89014967
arcyriaflavin-a	CCND1, CCNE1, CDK2, CDK4	BRD-K72726508
naftidrofuryl		BRD-A67862938
MLN-2238	PSMB1	BRD-K78659596
penicillic-acid		BRD-A43150328
estriol	ESR1, ESR2	BRD-A18620900
dimercaptosuccinic-acid	DNMT1	BRD-K88701661
carbetocin	OXTR	BRD-A32161980
hydrocortisone	ANXA1, NOS2, NR3C1, NR3C2	BRD-A25143711
cycloserine	GRIN1	BRD-K87226815
D-4476	CSNK1A1, CSNK1D, TGFB1	BRD-K09132007
SB-366791	TRPV1	BRD-K59331372
PSB-36	ADORA1, ADORA2A, ADORA2B, ADORA3	BRD-A70407468
O-1918		BRD-K18316707
dephostatin	PTPN1, PTPN6	BRD-K60274257
fludroxycortide	NR3C1, SERPINA6	BRD-A49765801
iocetamic-acid		BRD-A37492983
prednisolone	NR3C1, NR3C2, SERPINA6	BRD-A27887842
vinpocetine	PDE1A, PDE1C, SCN10A	BRD-K53318339
fipronil		BRD-A50675702
carbinoxamine	HRH1	BRD-A29426959
piperacillin		BRD-K86873305
andarine	AR	BRD-K82164249
JZL-184	MGLL	BRD-K45446451
acebutolol	ADRB1, ADRB2	BRD-A29260609
PRL-3-inhibitor-I	PTP4A3	BRD-K09907482
ritodrine	ADRB2	BRD-A59174698
eicosadienoic-acid		BRD-K80325895
dienestrol	ESR1	BRD-K95309561
